ID,SOURCE,SECTION,LINE,RULE,ENFORCED,MECHANISM,VERIFIED,ANCHOR_CORRECT,BINDS,EXECUTES_HERE,STILL_CURRENT,DISPOSITION,NOTE,MD_STATUS,CURRENT_LOCATION,LOSS_KIND
C147,CLAUDE.md,Back-propagating,969,Offer to back-propagate a generic improvement rather than committing only locally,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Unchanged in meaning.,IN_MD,CLAUDE.md:274,
C148,CLAUDE.md,Back-propagating,1010,Do not write or rely on the claim that a derived project cannot write to the blueprint,NONE,,READ,YES,UNANCHORED,N/A,CURRENT,ALREADY-OK,"narrowed: CLAUDE.md states 'a convention the command implements, not a wall'; the explicit 'do not write that a derived project cannot write' lives in project_config_paths.md:177 / templates/project_config_paths.md.",IN_MD,CLAUDE.md:290,
C149,CLAUDE.md,Back-propagating,1014,a2bp requires config_version = 2 in .blueprint-source,TEST,tests/a2bp-inputs/a2bp-inputs.spec.ts:83,READ,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"#1 'a version 1 config refuses and prints the exact lines to add'. a2bp-request (old claim) tests keys/refs, not config_version.",MOVED_MD,README.md:255,
C150,CLAUDE.md,Back-propagating,1022,The blueprint remote is never inferred from the local checkout's origin,TEST,"tests/a2bp-inputs/a2bp-inputs.spec.ts:117,167",READ,UNSURE,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"Old mechanism tests/a2bp-request does not test this (no 'origin' reference in a2bp-request/a2bp-inputs specs). a2bp-inputs #2/#4 pin that the remote comes from config and a missing remote refuses, which implies no origin fallback but does not name it.",MOVED_MD,README.md:258,
C151,CLAUDE.md,Back-propagating,1036,a2bp exit statuses are distinct and filing is deliberately non-zero (3/4/5/6),TEST,tests/a2bp-pr-filing/a2bp-pr-filing.spec.ts:204; tests/a2bp-inputs/a2bp-inputs.spec.ts:593,READ,UNSURE,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"narrowed: only 'Exit 3 means filed, not landed' (CLAUDE.md) and 'non-zero on purpose' (README.md:276) remain; the 0/3/4/5/6 table is gone from all md (PLAN-TASK-022 §4 #1). Suites pin 5 (pr-filing #4) and a distinct no-op status (inputs #11), not every code.",IN_MD,CLAUDE.md:286,
C152,CLAUDE.md,Back-propagating,1041,Exit 3 means a PR actually exists; a pushed branch with no PR is 5,TEST,"tests/a2bp-pr-filing/a2bp-pr-filing.spec.ts:204,228,247 over scripts/blueprint:2078-2086",EXEC,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"Gone from normative md (PLAN-TASK-022 §4 #1). WORSE: README.md:267-274 still says a2bp 'exited 3 (filed) without ever creating a PR ... Until they are fixed, confirm a filing by its PR URL' - stale, contradicts the fixed behaviour. PROOF: clone, sed scripts/blueprint:2086 'return ""$BP_RC_FAILED""' -> '$BP_RC_PENDING', vitest run a2bp-pr-filing -> 'FAIL #4b ... AssertionError: gh is not installed, no PR can exist, yet it returns BP_RC_PENDING (3)'; unmutated baseline 7/7 passed. Note: the suite greps source blocks, it does not execute a2bp.",REMOVED_ENFORCED,,
C153,CLAUDE.md,Back-propagating,1048,"A back-propagation is a request, not a delivery; the owner implements it",NONE,,READ,YES,UNANCHORED,N/A,CURRENT,ALREADY-OK,Also CLAUDE.md:286 ('lands nothing: a human merges') and README.md:241. a2bp still has no merge verb.,MOVED_MD,CLAUDE.blueprint.md:75,
C154,CLAUDE.md,Back-propagating,1058,"No automatic merge: no auto-merge setting, no bot, no landing verb",NONE,,READ,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Also docs/A2BP_PLAYBOOK.md:46.,MOVED_MD,CLAUDE.blueprint.md:82,
C155,CLAUDE.md,Back-propagating,1060,No self-integration without a distinct decision step,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Still concedes 'nothing mechanical prevents it'.,MOVED_MD,CLAUDE.blueprint.md:84,
C156,CLAUDE.md,Back-propagating,1068,The contamination guard scans every staged line; findings stop the request,TEST,"tests/a2bp-contamination/a2bp-contamination.spec.ts:478,938 + scripts/lib/contamination.sh",READ,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,Also docs/A2BP_PLAYBOOK.md:90; CLAUDE.md:288 keeps 'refuses ... a project name or host path'. #18 pins every-staged-line scanning (R4-F2).,MOVED_MD,README.md:295,
C157,CLAUDE.md,Back-propagating,1076,There is no --force; passing it is refused loudly,TEST,tests/a2bp-contamination/a2bp-contamination.spec.ts:544,READ,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,narrowed: README and A2BP_PLAYBOOK.md:111 say 'there is no --force' but no longer say passing it is refused loudly; #5 pins the refusal naming a2bp-allow (BUG-064).,MOVED_MD,README.md:303,
C158,CLAUDE.md,Back-propagating,1078,"A contamination finding has two answers: fix it, or a justified a2bp-allow",TEST,tests/a2bp-contamination/a2bp-contamination.spec.ts:864 + scripts/lib/contamination.sh,READ,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"#14 'a suppression without a justification does not suppress'. Also README.md:304, A2BP_PLAYBOOK.md:132.",IN_MD,CLAUDE.md:289,
C159,CLAUDE.md,Back-propagating,1108,"The a2bp branch carries the project name verbatim, never slugged",TEST,"tests/a2bp-request/a2bp-request.spec.ts:265,296; tests/a2bp-contamination/a2bp-contamination.spec.ts:1133",READ,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"Invalid ref names refuse, naming project and reason.",MOVED_MD,README.md:322,
C160,CLAUDE.md,Back-propagating,1116,"Deck, recipe and README ripples belong to the implementer's session",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Also docs/A2BP_PLAYBOOK.md:16. Blueprint-only, unenforced.",MOVED_MD,CLAUDE.blueprint.md:92,
C161,CLAUDE.md,Back-propagating,1129,Project-specific edits go in project_config_*.md and are never back-propagated,TEST,"tests/a2bp-inputs/a2bp-inputs.spec.ts:323,513 + scripts/lib/contamination.sh",READ,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"Now stronger: a2bp-inputs #9/#22 refuse a root project_config_*.md outright, in addition to the contamination scan.",IN_MD,CLAUDE.md:295,
C162,CLAUDE.md,derived not designed,1154,Do not invent capabilities directly in the blueprint; prove them downstream first,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Judgement.,MOVED_MD,CLAUDE.blueprint.md:117,
C163,CLAUDE.md,derived not designed,1161,"Blueprint-only machinery is fixed here directly, with a reproducer under tests/",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"DOES NOT FIRE: old claim tests/manifest only checks every suite is run by gate/CI; nothing ties a blueprint-only fix to a new reproducer. The generic BUG#n-needs-a-test check (dod_stage_bugtests, gate+CI) covers it only when the fix is a BUG item.",MOVED_MD,CLAUDE.blueprint.md:124,
C164,CLAUDE.md,derived not designed,1169,Say in the commit body why a change could not be proven downstream,NONE,,READ,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,commit-msg reads only the subject.,MOVED_MD,CLAUDE.blueprint.md:132,
C165,CLAUDE.md,derived not designed,1171,Do not over-engineer the blueprint,NONE,,READ,UNSURE,UNANCHORED,N/A,CURRENT,DELETE-AS-ASPIRATION,Judgement.,MOVED_MD,CLAUDE.blueprint.md:134,
C166,CLAUDE.md,derived not designed,1174,"When proposing a2bp, the pattern must have already held up downstream",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Also CLAUDE.blueprint.md:136.,IN_MD,CLAUDE.md:294,
C167,CLAUDE.md,What sync covers,1181,The canonical synced-file list is MANAGED_FILES; run blueprint files,NONE,,READ,YES,UNANCHORED,N/A,CURRENT,ALREADY-OK,narrowed/changed: MANAGED_FILES array is gone (scripts/blueprint:85 comment); managed set is derived from git archive minus TEMPLATE_FILES; `blueprint files` still prints it. Stale leftover: docs/A2BP_PLAYBOOK.md:159 still names 'the MANAGED_FILES array'.,IN_MD,CLAUDE.md:301,
C168,CLAUDE.md,What sync covers,1183,Move a project-specific incident or path out of a managed file before committing,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,MECHANISE,"Contamination guard still runs only on the a2bp path; no pre-push scan of managed files for host paths/project names (only the settings.json home-path refusal, DoD §4).",IN_MD,CLAUDE.md:306,
C169,CLAUDE.md,way-of-working,1190,Every blueprint-level concern change lands in the deck in the same commit,NONE,,EXEC,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Reworded 2026-09-17: deck MARKDOWN refreshed same commit, PDF not per change. Still no check referencing way-of-working.md in tests/.githooks/.github beyond bootstrap-contents shipping list.",MOVED_MD,CLAUDE.blueprint.md:146,
C170,CLAUDE.md,way-of-working,1205,"Tightening a DoD rule, adding a CLAUDE.md principle or a new CLI updates the matching slide",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"narrowed to 'the deck slide that states the rule, count or recipe matches it'; per-class ripple table at docs/A2BP_PLAYBOOK.md:155-163.",MOVED_MD,CLAUDE.blueprint.md:163,
C171,CLAUDE.md,way-of-working,1212,"If a change is internal-only, say so in the commit message; default to updating the deck",NONE,,READ,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,'A change that is genuinely internal-only says so in the commit message.' No trailer check.,MOVED_MD,CLAUDE.blueprint.md:163,
D001,DoD.md,§1 table,27,Work flows backlog/ -> doing/ -> waiting-acceptance/ -> done/ and only in that order.,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Old tests/lifecycle-docs/test.sh:54 is dead (migrated to lifecycle-docs.ts). The TS suite checks artefact co-location (#3), phantom rows, forwarding notes and rowless bugs; nothing checks the ORDER of moves. Reopen (DoD.md:24) is a sanctioned backward move.",IN_MD,"docs/DoD.md:13,28-29",
D002,DoD.md,§1 table,34,"An item leaves doing/ when its PR MERGES to main, not when a branch is pushed.",NONE,,READ,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Rewritten per PLAN-TASK-022 §4 #5: exit trigger is now 'work is on main and CI is green', PR wording gone. No mechanism checks landed-but-still-in-doing/.",IN_MD,docs/DoD.md:20,
D003,DoD.md,§1 table,35,waiting-acceptance/ holds merged work; only an explicit founder acceptance moves it on.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,No mechanism detects a founder acceptance or its absence.,IN_MD,"docs/DoD.md:21,28-29",
D004,DoD.md,§1,38,A rejected or regressed item moves back from waiting-acceptance/ to doing/ in the same handoff turn.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Needs knowledge of the founder's rejection; no mechanism.,IN_MD,docs/DoD.md:24-25,
D005,DoD.md,§1,43,Every backlog/ row carries an explicit re-open trigger or an OBSOLETE marker.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,"Now phrased as KEEP / DEFER(with trigger) / OBSOLETE. grep over tests/, scripts/, .githooks/, .github/ finds no check of backlog row markers; lifecycle-docs #4 checks all-empty rows only. Still purely textual and mechanisable; also restated in docs/way-of-working.md:419,428.",IN_MD,"docs/DoD.md:19,26-27",
D006,DoD.md,§1,46,"doing/ is not a graveyard: check after every MERGE, not every push, and move landed items.",NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,narrowed: 'check after every MERGE' trigger deleted (PLAN §4 #5/#21); what remains is the doing/ exit condition (work on main + CI green) and lcm (§1c). No mechanism.,IN_MD,"docs/DoD.md:20,26-27",
D007,DoD.md,§1,50,Never promote straight from doing/ (or backlog/) to done/.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,'waiting-acceptance/ is the only path into done/'. No history check exists; git could answer it.,IN_MD,docs/DoD.md:28-29,
D008,DoD.md,§1,52,done/ is founder-only; agents never auto-promote.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Strengthened since the old audit: project_config_dod.md §'Acceptance authority' (TASK-034) removed the standing QA delegation. No mechanism; agent behaviour.,IN_MD,"docs/DoD.md:22,28-29",
D009,DoD.md,§1,54,backlog/ is for someday-maybe; doing/ is for this-or-next session; moves happen in a grooming pass.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,narrowed: grooming pass is now 'founder-led'. Judgement.,IN_MD,docs/DoD.md:30-31,
D010,DoD.md,§1b rule 1,65,All work refers to a TASK-/FEATURE-/BUG- number with a row under docs/backlog/.,GATE+CI,scripts/lib/dod-gate.sh:132-164 via .githooks/pre-push-project:454-455 and .github/workflows/security.yml:247,EXEC,YES,ALL,YES,CURRENT,ALREADY-OK,"narrowed: 'row under docs/backlog/' became 'a row' (any folder) or a cancellation pointer in docs/config/findings.md (dod-gate.sh:117-121), so the old anchor mismatch is gone. CI step now runs it over every commit of a push (binds ALL). PROOF (clone): empty commit 'TASK#9999: no row anywhere'; dod_stage_rows BASE..HEAD -> 'These items have NO backlog row anywhere: TASK-9999' rc=1. Stale refusal text: still says 'add a row under docs/backlog/, promote it to docs/doing/' (dod-gate.sh:159-160, commit-subject refusal).",IN_MD,docs/DoD.md:39-42,
D011,DoD.md,§1b rule 2,72,"Promote the item to doing/ BEFORE starting work, not at commit time.",NONE,scripts/lib/dod-gate.sh:154 (pipe_note only),READ,NO,UNANCHORED,N/A,STALE,DELETED,"PLAN-TASK-022 §4 #4: 'promote BEFORE starting' contradicted the 2026-09-16 decision; replaced by DoD.md:43-44 'row lands in doing/ with its first work commit'. Does not matter: reversed on purpose. Leftover: refusal texts in dod-gate.sh:159-160, .githooks/commit-msg and check-commit-subjects.sh still say 'add a row under docs/backlog/, promote it to docs/doing/' — stale wording vs the new rule.",REMOVED_LOST,,DELIBERATE
D012,DoD.md,§1b rule 3,77,One item per commit; the subject starts with BUG#n:/FEATURE#n:/TASK#n:.,COMMIT-MSG+CI,".githooks/commit-msg:88 + scripts/lib/commit-subject.sh; CI .github/workflows/security.yml:191,200,239",EXEC,YES,ALL,YES,CURRENT,ALREADY-OK,"CI now checks every commit of a push ($BEFORE..$AFTER), not HEAD~1. PROOF: .githooks/commit-msg <file 'fix some stuff'> -> 'commit-msg: REJECTED — the subject must start with its backlog item.' rc=1; check-commit-subjects.sh --range BASE..HEAD with a bad NON-tip commit -> 'check-commit-subjects: REJECTED got: bad subject not tip' rc=1. 'One item per commit' half is D013.",IN_MD,docs/DoD.md:45-47,
D013,DoD.md,§1b rule 3,83,A commit serving two items is two commits.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,ALREADY-OK,"DoD now says outright 'the hook reads only the subject, so that part is yours' — labelled unchecked, as the old audit asked.",IN_MD,docs/DoD.md:47-49,
D014,DoD.md,§1b rule 4,94,Work implemented by one provider is reviewed by an agent of the OTHER provider before it moves on.,NONE,scripts/lib/dod-gate.sh:498-505 (prints only),READ,N/A,UNANCHORED,N/A,CURRENT,ALREADY-OK,"narrowed (founder Q3, PLAN §4 #15): required only for major bugs, core-path changes and new features; labelled *Judgement*. dod_stage_judgement prints it and returns 0 (wired pre-push-project:463-464).",IN_MD,docs/DoD.md:50-52,
D015,DoD.md,§1b rule 5,104,"All gates green: pre-push passes in full, no demotions, no --no-verify, no ""CI will catch it"".",HOOK+GATE,.claude/settings.json:232 deny Bash(* --no-verify*); .githooks/pre-push (stages); CI backstop .github/workflows/security.yml,READ,YES,CLAUDE-ONLY,YES,CURRENT,ALREADY-OK,"Deny binds the Claude agent only (READ is the ceiling for settings.json). Gate binds only armed checkouts (DoD.md:161-162 arm_gate); CI re-runs subject/row/BUG-test checks and suites for every push, so a skipped gate is detected after the fact, not prevented (PLAN §7).",IN_MD,"docs/DoD.md:60,164-165",
D016,DoD.md,§1b rule 6,107,"Product repos push to main; the BLUEPRINT lands only via branch + PR, never a direct push to main.",NONE,,READ,N/A,UNANCHORED,N/A,STALE,DELETED,"Reversed: TASK-019 + PLAN-TASK-022 §4 #5; DoD.md:61-64 now says maintainers push to main, only external contributions (a2bp) are PRs; CLAUDE.blueprint.md §'The blueprint's main is its trunk' records the founder decision (2026-09-10). Does not matter: the old rule contradicted a founder decision.",REMOVED_LOST,,DELIBERATE
D017,DoD.md,§1b rule 7,120,Landing moves the item to waiting-acceptance/; a still-open PR keeps it in doing/.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Rewritten per PLAN §4 #6: move happens once CI is green, never before the push, batched into the next work commit; PR wording gone. Not labelled *Judgement* in DoD though nothing checks it (PLAN §7: checks 'do not establish lifecycle timing'). Mechanisable slice: landed item still in doing/.",IN_MD,docs/DoD.md:65-67,
D018,DoD.md,§1b rule 8,124,"Plans, mockups, spike code and outputs travel through the lifecycle in the same commit as the row.",TEST,"tests/lifecycle-docs/lifecycle-docs.ts:126-143 (run by vitest stage, pre-push-project:475+; CI ts-tests)",EXEC,NO,ALL,YES,CURRENT,MECHANISE,"narrowed in practice: #3 only inspects BUG-* folders and PLAN-BUG-*.md (lifecycle-docs.ts:133-134), yet DoD.md:69-70 claims it 'fails a push that leaves a folder behind'. PROOF (clone): added docs/done/BUG-9998-stranded/, docs/done/SPIKE-99-X/, docs/done/PLAN-TASK-9997.md; vitest lifecycle-docs -> only 'done/BUG-9998-stranded' reported as orphan; SPIKE folder and PLAN-TASK file invisible. Mockups/reviews/TASK+FEATURE plans unchecked.",IN_MD,docs/DoD.md:68-70,
D019,DoD.md,§1c rule 1,140,"At an lcm pass, every item sits in the folder matching its TRUE state.",NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,lcm pass item 1. True state is judgement.,IN_MD,docs/DoD.md:76-77,
D020,DoD.md,§1c rule 2,145,"The live baton matches the folders: if Task claims artefacts wait, ls waiting-acceptance/ shows them.",NONE,scripts/lib/dod-gate.sh:467-491 (well-formedness only),READ,NO,UNANCHORED,N/A,CURRENT,MECHANISE,"dod_stage_signal (pre-push-project:460-461) checks the baton file exists with Holder/State/Task rows, never that Task's claims match docs/waiting-acceptance/. Unchanged from old audit.",IN_MD,docs/DoD.md:78-79,
D021,DoD.md,§1c rule 3,147,Every parked backlog item has a re-open trigger or an OBSOLETE marker.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,"Duplicate of D005 (DoD.md:19,26-27) inside the same file. Same missing column-presence check.",IN_MD,docs/DoD.md:80,
D022,DoD.md,§1c rule 4,149,Nothing is auto-promoted to done/.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,Duplicate of D007/D008 (DoD.md:28-29). No history check.,IN_MD,docs/DoD.md:80-81,
D023,DoD.md,§1c rule 5,150,"Lifecycle documents must say something TRUE, not merely have the right membership.",TEST,"tests/lifecycle-docs/lifecycle-docs.ts:146-170,183-213 + tests/doc-links/doc-links.ts",READ,NO,ALL,YES,CURRENT,LABEL-UNCHECKED,"narrowed: now adds 'do not narrate status the folders already answer'. #4/#5/#6 scan only BUGS.md/BACKLOG.md under docs/ (recordFiles), #6 checks every committed BUG has a row. 'Say something TRUE' is judgement; the tests catch phantom rows, forwarding notes, rowless bugs, dead links only.",IN_MD,docs/DoD.md:82-84,
D024,DoD.md,§1c,175,The lcm pass performs only non-founder-gated moves and merely surfaces the gated ones.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Agent behaviour during lcm.,IN_MD,docs/DoD.md:86-87,
D025,DoD.md,§2.1,185,Bug numbers are sequential and never reused.,TEST,tests/bug-numbers/bug-numbers.spec.ts:275-297,EXEC,NO,ALL,YES,CURRENT,ALREADY-OK,"Partial: bug-numbers #6 fails when a number opens two rows, which catches reuse while the first row still exists (rows are never deleted except on cancellation). Contiguity/sequence and reuse of a cancelled number are unchecked. PROOF: see D026.",IN_MD,docs/DoD.md:93,
D026,DoD.md,§2.2,186,A bug's row exists in exactly ONE of the BUGS.md files at any time.,TEST,tests/bug-numbers/bug-numbers.spec.ts:275-297 (BUG-071),EXEC,YES,ALL,YES,CURRENT,ALREADY-OK,Old 'no mechanism' claim superseded by BUG-071 suite. PROOF (clone): appended the first docs/done/BUGS.md row to docs/doing/BUGS.md; vitest run bug-numbers -> '#6 THE REAL TABLES ... AssertionError: duplicate bug numbers: expected 'BUG-134 opens 2 rows — docs/doing/BUG…' to be ''' (1 failed); clean clone 6 passed.,IN_MD,docs/DoD.md:94-95,
D027,DoD.md,§2.3,191,"Every bug carries a regression test whose NAME contains the bug number, in it('BUG-XXX: ...') form.",GATE+CI,scripts/lib/dod-gate.sh:282-458 via .githooks/pre-push-project:457-458 and .github/workflows/security.yml:249,EXEC,NO,ALL,YES,CURRENT,ALREADY-OK,"Fires, now over *.spec.ts/tsx only and in CI too. PROOF (clone): stripped BUG-134 from tests/lifecycle-docs/lifecycle-docs.spec.ts, commit 'BUG#134: strip tests'; dod_stage_bugtests -> 'No test under the searched roots names: BUG-134' rc=1. ANCHOR still loose: adding a spec file containing only '// BUG-134 mentioned in a comment only' -> 'regression tests found for: BUG-134' rc=0. It greps a token, not an it('BUG-XXX: …') title — acknowledged in PLAN-TASK-022 §7.",IN_MD,docs/DoD.md:98-109,
D028,DoD.md,§2.4,195,"No recurring bugs: a bug coming back means the regression test was wrong, not that it gets refiled.",NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Not labelled Judgement; no history check of ids leaving done/.,IN_MD,docs/DoD.md:110-111,
D029,DoD.md,§2,198,"Minor bugs (cosmetic, scoped, low-impact) are fixed directly.",NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Classification, judgement.",IN_MD,docs/DoD.md:114,
D030,DoD.md,§2,201,"A major bug gets docs/doing/PLAN-BUG-XXX.md with RCA + files + approach + tests + rollback, and Codex+Claude consensus before implementing.",NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Nothing checks a major bug has PLAN-BUG-XXX.md or Codex+Claude consensus; lifecycle-docs #3 only checks an existing PLAN-BUG file sits with its row. Note: DoD.md:50-52 now also requires cross-provider review for major bugs.,IN_MD,docs/DoD.md:115-120,
D031,DoD.md,§3.1,212,Every bug fix has a regression test (unit / integration / E2E).,GATE+CI,scripts/lib/dod-gate.sh:282-458; .github/workflows/security.yml:249,EXEC,NO,ALL,YES,CURRENT,ALREADY-OK,"§3.1 was folded into §2 item 3 (duplicate of D027). Same proof and same token-not-test weakness. Parked/cancelled bugs exempt (dod-gate.sh:388-393), DoD.md:109 says so.",IN_MD,docs/DoD.md:98,
D032,DoD.md,§3.2,214,"Product/runtime bug fixes land as two commits: failing reproducer first, then the fix.",NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,ALREADY-OK,"Kept per founder Q2 (PLAN §4 #14), labelled *Judgement*. Also docs/way-of-working.md:480-487.",IN_MD,docs/DoD.md:124-126,
D033,DoD.md,§3.2,219,The reproducer must be VERIFIED failing on the parent commit (stash-test-restore).,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,ALREADY-OK,"narrowed: 'The reproducer fails before the fix, and git log is the evidence' survives; the stash-test-restore verification procedure was deleted on purpose (founder Q2, PLAN §4 #14). Labelled *Judgement*.",IN_MD,docs/DoD.md:126,
D034,DoD.md,§3.2,222,"Two-commit exceptions are limited to docs-only, test-only, trivial typo, and emergency grouped repairs, and the commit message names which.",NONE,,READ,N/A,UNANCHORED,N/A,STALE,DELETED,"Exception list (docs-only/test-only/typo/emergency, named in commit message) deleted by founder Q2 / PLAN-TASK-022 §4 #14; grep of all normative md finds no restatement. Low impact: the parent rule is itself scoped to 'product or runtime bug' and labelled judgement.",REMOVED_LOST,,DELIBERATE
D035,DoD.md,§3.3,232,Non-deterministic stages are named in project_config_dod.md and everything downstream is tested against provenanced fixtures.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,project_config_dod.md:191-195 (root) and templates/project_config_dod.md:198-202 are still unfilled prompts; nothing checks the declaration.,IN_MD,docs/DoD.md:127-129,
D036,DoD.md,§3.3,235,Mystery fixtures (no provenance metadata) are rejected at PR review.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,narrowed: 'fixtures with provenance metadata' survives; 'mystery fixtures rejected at PR review' clause is gone. No mechanism.,IN_MD,docs/DoD.md:128-129,
D037,DoD.md,§3.4,237,Each project declares its test-layer layout; the minimum struct2flow set is the six-layer matrix.,TEST,tests/manifest/manifest.spec.ts:617 (runner convention) + tests/vitest.config.ts:28 include,READ,NO,ALL,YES,CURRENT,ALREADY-OK,"narrowed: 'each project declares its layout' replaced by one convention (*.spec.ts/tsx) with the six-row layer table. The old suffix mismatch is fixed. Mechanism covers only the suffix under tests/ (and include glob); layer placement, tests/helpers/ and the lint exemption are unchecked.",IN_MD,docs/DoD.md:130-144,
D038,DoD.md,§3.5,249,Snapshots are approval-based; CI never runs with -u / --update-snapshots.,NONE,,READ,N/A,UNANCHORED,N/A,CURRENT,MECHANISE,"No grep hit for -u/--update-snapshots in .github/, .githooks/, scripts/. Dormant: no snapshots here.",IN_MD,docs/DoD.md:145-146,
D039,DoD.md,§3.6,253,Run a coverage report before every commit/push and know what the change does to coverage.,NONE,,READ,N/A,UNANCHORED,N/A,STALE,DELETED,Founder Q1 / PLAN-TASK-022 §4 #9 deleted 'run a coverage report before every commit'. DoD.md:147-148 now only says thresholds are the project's. Does not matter here: vacuous in the blueprint (no measured code).,REMOVED_LOST,,DELIBERATE
D040,DoD.md,§3.6,256,"Coverage is measured over the whole src/** tree, never a curated subset.",NONE,,READ,N/A,UNANCHORED,N/A,STALE,DELETED,"Founder Q1 / PLAN §4 #9. Contradicted anyway by templates/project_config_dod.md:81-84 (include src/application/**, src/domain/**). Minor: a derived project may now measure a curated subset without any rule against it.",REMOVED_LOST,,DELIBERATE
D041,DoD.md,§3.6,258,"Tiered thresholds: domain/app >=90%, adapters >=80%, CLI >=75%, statements+branches, per layer.",NONE,,READ,N/A,UNANCHORED,N/A,STALE,DELETED,Founder Q1 / PLAN §4 #9 deleted the 90/80/75 tiers; the template keeps a single greenfield 90% / brownfield 70% bar (templates/project_config_dod.md:76-79). Does not matter: now a per-project declaration.,REMOVED_LOST,,DELIBERATE
D042,DoD.md,§3.6,260,Brownfield projects start at their true number and ratchet; new/modified files clear the greenfield bar.,NONE,,READ,N/A,UNANCHORED,NEVER,CURRENT,ALREADY-OK,Kept in the template's 'Coverage mode' section per founder Q1. Root project_config_dod.md still unfilled. No ratchet mechanism in the blueprint.,MOVED_MD,templates/project_config_dod.md:72-87,
D043,DoD.md,§3.6,264,"Exclude only non-executable files, per-file with a stated reason, mirrored into the SAST tool's exclusions.",NONE,,READ,N/A,UNANCHORED,N/A,STALE,DELETED,"Founder Q1 / PLAN §4 #9. Template has an exclude list (templates/project_config_dod.md:83) but no per-file reason or SAST mirroring requirement. Vacuous here (no coverage config, no sonar exclusions).",REMOVED_LOST,,DELIBERATE
D044,DoD.md,§3.6,269,The pre-push gate fails the push if any coverage tier's threshold is not met.,GATE,.githooks/pre-push:636-664 (npm run test:coverage in backend/ and frontend/),READ,UNSURE,ALL-IF-ARMED,NEVER,CURRENT,ALREADY-OK,"narrowed: tiers gone; 'enforced by its own test runner' and the template's 'pre-push hook blocks on this'. The stages exist but pipe_skip here (no backend/ or frontend/), so the sentence is no longer a false claim about this repo; whether a project's runner fails on threshold is the project's config.",IN_MD,docs/DoD.md:147-148; templates/project_config_dod.md:88-90,
