ID,SOURCE,SECTION,LINE,RULE,ENFORCED,MECHANISM,VERIFIED,ANCHOR_CORRECT,BINDS,EXECUTES_HERE,STILL_CURRENT,DISPOSITION,NOTE
D027,DoD.md,§2.3,191,"Every bug carries a regression test whose NAME contains the bug number, in it('BUG-XXX: ...') form.",GATE,scripts/lib/dod-gate.sh:124-160 via .githooks/pre-push-project:845,EXEC,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,MECHANISE,"Fires (dod-gate #4; BUG-045 has zero tests/ hits, so BUG#45 would block). But it greps tests/ for the bare number, so a COMMENT satisfies it — BUG-062's only hits are prose in tests/harness/."
D028,DoD.md,§2.4,195,"No recurring bugs: a bug coming back means the regression test was wrong, not that it gets refiled.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Follows from §2.1 uniqueness plus a ""no id ever moves backwards out of done/"" history check. || no mechanism exists"
D029,DoD.md,§2,198,"Minor bugs (cosmetic, scoped, low-impact) are fixed directly.",NONE,,READ,YES,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,"A classification, not a checkable obligation. || no mechanism exists"
D030,DoD.md,§2,201,"A major bug gets docs/doing/PLAN-BUG-XXX.md with RCA + files + approach + tests + rollback, and Codex+Claude consensus before implementing.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,No grep hit anywhere. Partly mechanisable: a BUG row marked major must have a PLAN-BUG-nnn.md in its folder carrying the five required headings. || no mechanism exists
D031,DoD.md,§3.1,212,Every bug fix has a regression test (unit / integration / E2E).,GATE,scripts/lib/dod-gate.sh:124,EXEC,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,MECHANISE,"Same weak grep as §2.3. Also exempts parked bugs (:139-143), correctly, but nothing re-checks them when they leave backlog/ except a later push naming them."
D032,DoD.md,§3.2,214,"Product/runtime bug fixes land as two commits: failing reproducer first, then the fix.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"No grep hit in .githooks/, scripts/ or tests/. Mechanisable: for each BUG in the push, find the commit adding the test and assert it fails at that commit's parent. || no mechanism exists"
D033,DoD.md,§3.2,219,The reproducer must be VERIFIED failing on the parent commit (stash-test-restore).,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Same control as above; this is the half that is actually checkable by machine and currently rests entirely on self-report. || no mechanism exists
D034,DoD.md,§3.2,222,"Two-commit exceptions are limited to docs-only, test-only, trivial typo, and emergency grouped repairs, and the commit message names which.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Nothing reads commit bodies for an exception claim. Mechanisable as: no reproducer commit AND no exception token in the body = fail. || no mechanism exists
D035,DoD.md,§3.3,232,Non-deterministic stages are named in project_config_dod.md and everything downstream is tested against provenanced fixtures.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,"project_config_dod.md:205-209 is an unfilled template heading with no content, so the rule points at an empty declaration. A gate could at minimum fail when the section is empty. || no mechanism exists"
D036,DoD.md,§3.3,235,Mystery fixtures (no provenance metadata) are rejected at PR review.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,No control. Mechanisable: every file under a fixtures/ dir needs a provenance sidecar or header. || no mechanism exists
D037,DoD.md,§3.4,237,Each project declares its test-layer layout; the minimum struct2flow set is the six-layer matrix.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,"The declaration is unfilled, and the matrix's suffixes (*.test.ts, *.integration.test.ts, *.snap.test.ts) match NOTHING here — the suites are *.sh and *.spec.ts. || no mechanism exists"
D038,DoD.md,§3.5,249,Snapshots are approval-based; CI never runs with -u / --update-snapshots.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Cheap and worth having: grep CI + gate for -u/--update-snapshots and fail. Currently no snapshots exist here, so the rule is dormant rather than violated. || no mechanism exists"
D039,DoD.md,§3.6,253,Run a coverage report before every commit/push and know what the change does to coverage.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,"FOUNDER'S TRIGGER, CONFIRMED. Only coverage stages are pre-push:431 (backend) and :446 (frontend); neither dir exists, so both pipe_skip at :436/:450 every push. || no mechanism exists"
D040,DoD.md,§3.6,256,"Coverage is measured over the whole src/** tree, never a curated subset.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,"No src/ in this repo (ls confirmed), and project_config_dod.md:63 declares include: src/application/**, src/domain/** — config contradicts the rule and names nothing real. || no mechanism exists"
D041,DoD.md,§3.6,258,"Tiered thresholds: domain/app >=90%, adapters >=80%, CLI >=75%, statements+branches, per layer.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,"Unmeasurable here: no layered source tree, no coverage tool. In the blueprint this can only be a template rule for derived projects, not a rule about this repo. || no mechanism exists"
D042,DoD.md,§3.6,260,Brownfield projects start at their true number and ratchet; new/modified files clear the greenfield bar.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,"project_config_dod.md:57 still reads {{greenfield | brownfield}} — the blueprint has never declared its own mode, so the rule has no operative value here. || no mechanism exists"
D043,DoD.md,§3.6,264,"Exclude only non-executable files, per-file with a stated reason, mirrored into the SAST tool's exclusions.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,No coverage config and no sonar-project.properties coverage exclusions to mirror. Vacuous by absence of both sides. || no mechanism exists
D044,DoD.md,§3.6,269,The pre-push gate fails the push if any coverage tier's threshold is not met.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,FALSE AS WRITTEN about this repo: the gate cannot fail on coverage because it never computes any. This sentence is the one that made the rule look enforced. || no mechanism exists
D045,DoD.md,§3.7,271,"Pre-push coverage is decided on risk, never on the clock; no suite is demoted to fit a budget.",TEST,"tests/manifest/test.sh:783-799, wired at .githooks/pre-push-project:458",READ,YES,ALL-IF-ARMED,NEVER,UNKNOWN,ALREADY-OK,"Real control: #4 fails on any runner the gate never invokes. The rationale-wording half moved out with tests/SUITES.md (deleted by TASK-020), so cost-based rationales are no longer scanned. || no backend/ or frontend/ dir; both stages pipe_skip; tests/vitest.config.ts has no coverage key"
D046,DoD.md,§3.7,275,tests/manifest/ fails the push on an uninvoked runner or an export boundary that misbehaves.,TEST,tests/manifest/test.sh:792 and :932,READ,YES,ALL-IF-ARMED,UNKNOWN,UNKNOWN,ALREADY-OK,Accurate description of the mechanism.
D047,DoD.md,§3.7,278,A non-blocking SLO warns past 120 s total / 45 s per stage.,GATE,scripts/lib/pipeline.sh:528-529,EXEC,NO,ALL-IF-ARMED,UNKNOWN,STALE,MECHANISE,"NUMBERS ARE WRONG. pipeline.sh:528 is 180000 ms total, :529 is 95000 ms per stage — raised deliberately (:518-529) because 120/45 warned on every ordinary gate. || pipeline.sh:528-529 uses 180000ms/95000ms, not 120s/45s"
D048,DoD.md,§4.1,290,"The gate runs Build (tsc) first, catching missing imports.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,"Only backend build exists (.githooks/pre-push:428) and it pipe_skips at :433 — no backend/. Also not first: security runs before it (:272,:376,:403), which §4's numbered order omits entirely. || no mechanism exists"
D049,DoD.md,§4.2,291,Lint runs with a ratcheted --max-warnings that is never loosened.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,"Stages at :429 and :444 both pipe_skip (:434, :449). No eslint config anywhere in this repo, so there is no ratchet to loosen. || no mechanism exists"
D050,DoD.md,§4.3,292,A formatter check (prettier --check) fails the push on any unformatted tracked file.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,"Stages at :430 and :445 both pipe_skip (:435, :448). No prettier config. The rule reads as enforced and is not. || no mechanism exists"
D051,DoD.md,§4.4,295,"Tests plus a coverage gate run, tiered per §3.6.",GATE,.githooks/pre-push-project:886 (ts_suites_stage) plus ~45 suite stages,EXEC,NO,ALL-IF-ARMED,NEVER,UNKNOWN,MECHANISE,"Tests: yes, heavily. Coverage: no, at all (see §3.6 L269). Split the rule so the enforced half stops vouching for the unenforced half. || no backend/ or frontend/ dir; both stages pipe_skip; tests/vitest.config.ts has no coverage key"
D052,DoD.md,§4.5,299,A guard fails the push if the COMMITTED .claude/settings.json contains /Users/<name>/ or /home/<name>/ paths.,GATE,.githooks/pre-push:532 wired at :542,READ,YES,ALL-IF-ARMED,UNKNOWN,UNKNOWN,ALREADY-OK,"Real, present, and fires on a live file (settings.json exists, so the :544 skip branch is not taken)."
D053,DoD.md,§4.6,306,Project-specific guards load from .githooks/pre-push-project if it exists.,GATE,.githooks/pre-push:547-558,READ,YES,ALL-IF-ARMED,UNKNOWN,UNKNOWN,ALREADY-OK,Present; pipe_skip at :558 with a reason if absent.
D054,DoD.md,§4,310,Lint warnings are ratcheted; never loosen --max-warnings without explicit justification.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,Duplicate of §4.2 and equally vacuous here. || no mechanism exists
D055,DoD.md,§4,312,ESLint and Prettier are independent blocking gates and neither can be skipped.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,Both are skipped on every push in this repo. This is the strongest false claim in §4. || no mechanism exists
D056,DoD.md,§4,315,Never use --no-verify unless the founder asks; watch CI after pushing and fix red before moving on.,HOOK,.claude/settings.json:203,EXEC,NO,CLAUDE-ONLY,UNKNOWN,UNKNOWN,MECHANISE,"The deny covers the agent only. The ""watch CI"" half has no mechanism; mechanisable as a post-push gh run watch in the gate or a wake-time Monitor."
D057,DoD.md,§5,325,"For any user-facing change, every file in the project's doc-sync list moves in the same commit as the code.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,dod-gate.sh:201 prints §D and checks nothing. The sync list it depends on (project_config_dod.md:83-122) is template rows naming paths that do not exist here. || no mechanism exists
D058,DoD.md,§5,329,"The project defines its doc-sync list in project_config_dod.md under ""Doc-sync list"".",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,The section exists but is template. Mechanisable immediately: fail if any row in either table names a path that does not exist in the repo. || no mechanism exists
D059,DoD.md,§5,347,"A fixed Codex finding gets a ""Status: Fixed"" block in docs/config/findings.md, not just a backlog row.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"No control. Mechanisable: for each item in the push, if a [SEC]/finding block names it, that block must carry a Status: line. || no mechanism exists"
D060,DoD.md,§5,351,Project-specific user-surface rules live in project_config_dod.md and are gated like tests.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,"project_config_dod.md:131-145 is three empty headings. ""Gate them like tests"" is asserted and no gate exists. || no mechanism exists"
D061,DoD.md,§5.1,356,README.md is in the doc-sync list by default for every struct2flow project.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Grepped tests/ and .githooks/ for README checks: only a2bp/bootstrap/manifest suites mention it, none as a doc-sync gate. || no mechanism exists"
D062,DoD.md,§5.1,363,"Before any push to a public remote, README covers new features/CLI, removals, architecture, deps, and phase changes.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Five distinct triggers, no mechanism. The tractable one: a push touching scripts/blueprint's command list must touch README. || no mechanism exists"
D063,DoD.md,§5.1,381,The §7 reviewer refuses the handoff if a README claim disagrees with the code state.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,Depends on the unenforced §F review existing at all. || no mechanism exists
D064,DoD.md,§6,389,"A fix that works but is ugly, brittle or stitched from fallbacks is a deferred regression, not a fix.",NONE,,READ,YES,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,"Pure judgement; belongs in documentation, never in a gate. || no mechanism exists"
D065,DoD.md,§6,392,A third fallback layer means escalating to a clean redesign with Codex + founder alignment.,NONE,,READ,YES,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,Judgement. A smell-count heuristic would be worse than nothing. || no mechanism exists
D066,DoD.md,§6,395,"Pick the most evolutionary solution: composes with existing primitives, removes surface area.",NONE,,READ,YES,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,Judgement. || no mechanism exists
D067,DoD.md,§6,399,"Acceptance is ""the founder and customer would show this to someone else"", not ""the test passes"".",NONE,,READ,YES,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,"Judgement, and deliberately so. || no mechanism exists"
D068,DoD.md,§6,403,"When in doubt, pick the clean rewrite and document why in the plan file.",NONE,,READ,YES,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,Judgement. || no mechanism exists
D069,DoD.md,§6.1,418,Every new route/command/job has structured error capture with no silent swallowing.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"No control. For a shell/CLI repo, mechanisable as a semgrep/lint rule against empty catch and default-value-on-error. || no mechanism exists"
D070,DoD.md,§6.1,421,"The agent has a one-command retrieval path for the last N failures; no ""paste me the log"" asks.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,No --diagnose surface and no declared retrieval path in project_config_overview.md for this repo. Mechanisable as: the declared command must exist and exit 0. || no mechanism exists
D071,DoD.md,§6.1,425,An alert threshold + destination is declared in project_config_dod.md §Alerting.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,There is NO §Alerting section in project_config_dod.md at all (grepped the whole file). The DoD cites a section that does not exist. || no mechanism exists
D072,DoD.md,§6.1,428,A diagnosis runbook for the error class is documented where the agent can find it.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,No docs/diagnosis.md. Mechanisable as a presence check on the declared location. || no mechanism exists
D073,DoD.md,§6.2,448,"gitleaks detect over the commits being pushed passed in pre-push, with no --no-verify shortcut.",GATE,.githooks/pre-push:237 wired at :273,READ,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,MECHANISE,"Real and bounded (fails closed on timeout, :256). BUT project_config_dod.md:17 still declares gitleaks protect --staged — the exact A-03 form §6.2 calls out."
D074,DoD.md,§6.2,454,"Semgrep + lint security plugins ran clean, or every suppression names its threat-model entry.",GATE,.githooks/pre-push:322 wired at :376,READ,NO,ALL-IF-ARMED,NEVER,UNKNOWN,MECHANISE,"Semgrep is wired and classifies exit codes carefully (:286-330). The ""every suppression names its threat-model entry"" half has no control; nothing greps for bare nosemgrep/eslint-disable. || no eslint binary, no config, no package.json at root; stage pipe_skips"
D075,DoD.md,§6.2,457,osv-scanner reports zero HIGH+ CVEs; sub-HIGH CVEs tracked in findings.md with an upgrade date.,GATE,.githooks/pre-push:389 wired at :403 plus .github/workflows/security.yml:98-124,READ,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,MECHANISE,"Scanner is real; CI gates at MEDIUM+ (workflow :117), which is STRICTER than the DoD's HIGH+ — the doc understates the gate. The findings.md tracking half is unenforced."
D076,DoD.md,§6.2,460,"If the push touches IaC, trivy config reports zero HIGH+ findings.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,No trivy invocation anywhere in .githooks/ or .github/ (grepped). The IaC stages that do exist are cdk/terraform/helm at :490-510 and all pipe_skip at :514 — no infra/. || no mechanism exists
D077,DoD.md,§6.2,466,A push adding a new public surface has a matching threat-model entry in project_config_security.md.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,No control. Mechanisable only with a declared surface inventory to diff against. || no mechanism exists
D078,DoD.md,§6.2,470,"A new public surface has a CI ZAP baseline wired and passing, or a written justification.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"No ZAP job in .github/workflows/ (only security.yml exists). For this repo the honest answer is the Recipe-B justification, which is not written down. || no mechanism exists"
D079,DoD.md,§6.2,472,"Every [SEC] finding in findings.md is fixed, deferred with a date, or Accepted with sign-off.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Straightforwardly mechanisable: each finding block must carry one of three Status values, and a Deferred one must carry a date. || no mechanism exists"
D080,DoD.md,§6.3,495,"An infra-touching push has a clean cdk synth / terraform validate / helm lint, blocked by the gate.",GATE,".githooks/pre-push:490,499,508",READ,YES,ALL-IF-ARMED,NEVER,UNKNOWN,ALREADY-OK,"Correctly conditional on infra/ existing; pipe_skip at :514 with a reason here. Dormant, not vacuous — the guard branch is right. || no infra/ dir; IaC stage pipe_skips"
D081,DoD.md,§6.3,497,A reviewable cdk diff / terraform plan / helm diff is attached as a PR comment.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,No mechanism; and with TASK-019 making the repo trunk-based there may be no PR to attach to. || no mechanism exists
D082,DoD.md,§6.3,500,No out-of-band resources referenced: no hand-created ARNs imported by string.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Mechanisable as a semgrep pattern over infra/ for literal ARNs. || no mechanism exists
D083,DoD.md,§6.3,503,"The change applies cleanly to all declared envs, not just one.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,Needs a real multi-env deployment to check; not a pre-push concern. || no mechanism exists
D084,DoD.md,§6.3,506,"If added resources exceed the cost ceiling, the PR body says so and the founder approves before merge.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,No infracost wiring. project_config_infra.md §Cost ceilings is the declaration it depends on. || no mechanism exists
D085,DoD.md,§6.3,510,An open drift alert on a resource the PR touches has its nightly drift report attached.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,No nightly drift job for infra (the only cron in security.yml:26 is osv-scanner). || no mechanism exists
D086,DoD.md,§6.3,516,A new prod resource has a named rollback procedure in project_config_infra.md.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Presence check on the section is mechanisable; correctness is not. || no mechanism exists
D087,DoD.md,§6.3,519,A new prod resource's PR shows the dev -> staging -> prod traversal.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,No mechanism and no pipeline here to observe it in. || no mechanism exists
D088,DoD.md,§6.4,551,"Every file in the External doc-sync table is touched in the same COMMIT as the code, not the same PR.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Printed only (dod-gate.sh:201). ""Same commit"" is what a machine checks and a human cannot: touch a trigger path, must touch the mapped doc. Table is template. || no mechanism exists"
D089,DoD.md,§6.4,555,"A new data class, processor, region, or material terms change updates privacy/TOS in the same commit with a legal-reviewed label.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,Not applicable to this repo and undeclared; keep as template guidance for derived projects. || no mechanism exists
D090,DoD.md,§6.4,561,"A public roadmap, if used, reflects the lifecycle move in the same week.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,Recipe C only; not used here. || no mechanism exists
D091,DoD.md,§6.4,568,Every file in the Internal doc-sync table is updated in the same commit as the code-state change.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Same as L551. Of the Internal rows, findings.md, BUGS.md lifecycle and PLAN-*.md moves are all machine-checkable today; FEATURES.md and ACCEPTANCE_TESTS.md do not exist in this repo. || no mechanism exists"
D092,DoD.md,§6.4,573,"HANDOVER.md is current and carries WIP, ephemeral state and live hazards ONLY.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,Grepped tests/ and .githooks/: no suite gates HANDOVER content. Mechanisable in part: fail if HANDOVER.md is untouched in a push that moved a lifecycle row. || no mechanism exists
D093,DoD.md,§6.4,581,A blueprint-concern change updates docs/way-of-working.md in the same commit and regenerates the PDF.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Highest-value unenforced doc rule here — the DoD says it self-violated twice. Mechanisable: CLAUDE.md/DoD.md touched implies way-of-working.md touched or exempted. || no mechanism exists
D094,DoD.md,§6.4,584,"If the change touched a concern, the matching docs/<CONCERN>.md recipe doc is updated.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Same shape of path-pair control as L581. || no mechanism exists
D095,DoD.md,§6.4,587,"If a concern was added, removed or renamed, the README concern table matches.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,A count check is genuinely mechanisable: the number of concern sections in CLAUDE.md must equal the README table row count. || no mechanism exists
D096,DoD.md,§7A,610,All commits are pushed: git log origin/main..HEAD must be empty.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Nothing checks it; the pre-push hook runs BEFORE the push, so it structurally cannot. This belongs in the handoff/signal-flip path, not the gate. || no mechanism exists"
D097,DoD.md,§7A,612,The pre-push hook ran clean with no --no-verify shortcut.,HOOK,.claude/settings.json:203,EXEC,NO,CLAUDE-ONLY,UNKNOWN,UNKNOWN,MECHANISE,Agent-scoped deny only. A signal flip could be made to require a gate receipt (a pipeline run id/sha) that the flip script verifies.
D098,DoD.md,§7A,613,"CI went green for the latest commit, or is in flight and the signal says so explicitly.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,No control. Mechanisable in scripts/signal-set.sh: refuse OVER_TO_USER while the head sha's CI run is failing. || no mechanism exists
D099,DoD.md,§7B,617,Every shipped bug has an it('BUG-XXX: ...') regression test.,GATE,scripts/lib/dod-gate.sh:124 via .githooks/pre-push-project:845,EXEC,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,MECHANISE,"Fires, but on a bare-number grep over tests/ — see §2.3. Tighten to require the number inside a test/case NAME, not anywhere in the tree."
D100,DoD.md,§7B,619,"If the two-commit pattern applies, the reproducer commit precedes the fix and was verified failing on the parent.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,See §3.2. This is the single most mechanisable unenforced rule in the document. || no mechanism exists
D101,DoD.md,§7B,621,No new test calls a live non-deterministic service in pre-push.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Mechanisable as a grep for network/LLM entry points in newly added test files. || no mechanism exists
D102,DoD.md,§7B,624,A coverage report was run and shows no surprise regression.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,DELETE-AS-ASPIRATION,The founder's trigger restated as a checkbox. No coverage exists to report on (see §3.6 L253/L269). || no mechanism exists
D103,DoD.md,§7B,625,No suite was demoted to CI-only to save time; any exclusion names its number and reason.,TEST,tests/manifest/test.sh:783-799,READ,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,MECHANISE,"The half that survives is ""every runner is invoked somewhere"". The ""names its number and reason"" half went away with tests/SUITES.md (TASK-020) and CLAUDE.md still cites that deleted file twice."
D104,DoD.md,§7B,626,"If snapshots changed: locally approved, committed, diff reviewed, CI not run with -u.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Cheap grep control; dormant here (no snapshots). || no mechanism exists
D105,DoD.md,§7C,630,Every shipped bug's row moved from doing/BUGS.md to waiting-acceptance/BUGS.md with its commit SHA(s).,GATE,scripts/lib/dod-gate.sh:106 (note only),EXEC,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,MECHANISE,"dod_stage_rows only pipe_notes ""rows outside doing/"" and never fails, by design (comment at :87-92). The SHA-named half is unchecked entirely."
D106,DoD.md,§7C,632,Every shipped backlog item's row moved from doing/BACKLOG.md to waiting-acceptance/BACKLOG.md.,GATE,scripts/lib/dod-gate.sh:106 (note only),EXEC,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,MECHANISE,Same note-only treatment.
D107,DoD.md,§7C,633,"A defect-shaped change is filed as a BUG-XXX row in BUGS.md, never as a CHANGES.md row.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Partly mechanisable: a CHANGES.md row whose id is BUG-nnn is a violation by construction. || no mechanism exists
D108,DoD.md,§7C,640,A forward feature gets a waiting-acceptance/CHANGES.md row with commit SHA + verification path.,NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Column-presence check on CHANGES.md rows (SHA + verification path non-empty). || no mechanism exists
D109,DoD.md,§7C,645,A completed PLAN-*.md moves from doing/ to waiting-acceptance/; a plan with open slices stays with slices marked DONE inline.,TEST,tests/lifecycle-docs/test.sh:70-74,EXEC,YES,ALL-IF-ARMED,UNKNOWN,UNKNOWN,ALREADY-OK,"#3 covers the co-location half (ran green, 3 artefacts). The ""mark shipped slices DONE inline"" half is unchecked."
D110,DoD.md,§7C,648,"Anything rejected or regressed is moved back from waiting-acceptance/ to doing/, not left in flight.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,Needs the founder's verdict as input; see §1 L38. || no mechanism exists
D111,DoD.md,§7D,652,Every file in the doc-sync list was updated in the same commit as the code.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Printed only at dod-gate.sh:201, which explicitly says it is not claimed to be checked. The sync list is an unfilled template. This is the biggest single hole in §7. || no mechanism exists"
D112,DoD.md,§7D,654,The project's user-surface rules are all green per project_config_dod.md.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,"project_config_dod.md:131-145 declares no rules, so ""all green"" is vacuously true. Fill or delete. || no mechanism exists"
D113,DoD.md,§7E,659,Any project-specific gates declared in project_config_dod.md have run.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,LABEL-UNCHECKED,project_config_dod.md:158-160 is a header plus one all-empty row. Vacuous by empty declaration — a passable-over-nothing checkbox. || no mechanism exists
D114,DoD.md,§7F,664,The findings register's finding block carries Status: Fixed.,NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,Printed only (dod-gate.sh:201-205). docs/config/findings.md exists; a Status-line presence check per block is easy. || no mechanism exists
D115,DoD.md,§7F.1,668,"The handoff names the exact commit(s) under review and the reviewer reviews THAT diff, not the tree.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,No mechanism. Mechanisable in the signal-flip path: require a base..head range in the Task row and verify it resolves. || no mechanism exists
D116,DoD.md,§7F.1,672,"git status --short is captured in the handoff; any in-scope entry, including untracked ??, blocks the flip.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,"Highly mechanisable, high value: signal-set.sh could refuse the flip on a dirty tree overlapping the claimed scope. Best-documented real failure in the DoD (L686-696). || no mechanism exists"
D117,DoD.md,§7F.1,676,"An in-scope entry is resolved by committing it or genuinely narrowing scope, never declared away.",NONE,,EXEC,YES,UNANCHORED,N/A,UNKNOWN,MECHANISE,Follows from L672's control. || no mechanism exists
D118,DoD.md,§7F.1,682,"The doc-sync list in the claim is checked against that diff, file by file.",NONE,,EXEC,NO,UNANCHORED,N/A,UNKNOWN,MECHANISE,Depends on a filled sync list; see §6.4 L551. || no mechanism exists
D119,DoD.md,§7G,699,The baton's Holder / State / Task / Last update rows are all updated.,GATE,scripts/lib/dod-gate.sh:174-192 via .githooks/pre-push-project:848,EXEC,NO,ALL-IF-ARMED,UNKNOWN,UNKNOWN,MECHANISE,"Fires (dod-gate #5: missing-row and absent-baton both fail). But it checks Holder/State/Task ONLY (:186) — ""Last update"" is absent, and values are never inspected."
